Experimental molecular inhibitory activities against angiotensin converting enzymes (ACE),,,
,,,
Sr. no. ,Molecular_SMILES,PubChem-CID,Experimental_activities (Active-1/Inactive-0)
611,P(O)(=O)([C@@H](NC(=O)[C@@H](NC(=O)C)CC(O)=O)Cc1ccccc1)C[C@H](C(=O)N[C@H](C(=O)N)C)C,9827219,1
612,P(O)(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1,62956,1
613,P(O)(=O)(CC(=O)N1CCC[C@H]1C(O)=O)C[C@@H](NC(=O)c1ccccc1)CCc1ccccc1,71462052,1
614,[Si](O)(O)([C@@H](NC(=O)c1ccccc1)Cc1ccccc1)C[C@H](C(=O)N1CCC[C@H]1C(O)=O)C,11191083,1
615,[Si](O)(O)([C@H](NC(=O)c1ccccc1)Cc1ccccc1)C[C@@H](C(=O)N1CCC[C@H]1C(O)=O)C,11442784,1
616,Cl.S(=O)(=O)(N([C@H](C(C)C)C(=O)NO)Cc1cccnc1)c1ccc(OC)cc1,9888897,1
617,O=C1N(O)C(=CC=C1)C(=O)NCc1ccc(cc1)-c1ccccc1,24857924,1
618,O=C(Nc1ccccc1)CCCCCCC(=O)NO,5311,1
619,P(O)(O)(=O)C(N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC,72697596,1
620,P(O)(O)(=O)C(N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCc1ccccc1,72697595,1
621,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC,107807,1
622,OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,65999,1
623,P(O)(O)(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)Cc1ccccc1)Cc1ccc(O)cc1,90655800,1
624,P(O)(O)(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)Cc1ccc(O)cc1)Cc1ccc(O)cc1,90655799,1
625,P(O)(O)(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)[C@H](CC)C)CC(C)C)Cc1ccc(O)cc1,90655798,1
626,P(O)(O)(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)[C@H](CC)C)Cc1ccc(O)cc1)Cc1ccc(O)cc1,18608377,1
627,P(O)(O)(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)[C@H](CC)C)Cc1ccccc1)Cc1ccc(O)cc1,18608376,1
628,O(CC(O)CN1C(=Nc2c(cccc2)C1=O)c1ccccc1)c1c2c3c([nH]c2ccc1)cccc3,118732862,1
629,O(CC(O)CN1C(=Nc2c(cccc2)C1=O)c1ccc(cc1)C)c1c2c3c([nH]c2ccc1)cccc3,118732864,1
630,FC(F)(F)C1=Nc2c(cccc2)C(=O)N1CC(O)COc1c2c3c([nH]c2ccc1)cccc3,118732861,1
631,OC(=O)[C@H]1N(CC1)CC[C@H](NCC[C@H](N)C(O)=O)C(O)=O,9882882,1
632,S[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N([C@H](C(O)=O)C)C,118579584,1
633,S[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(O)=O,118579586,1
634,S[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1C[C@H](CC1)C(O)=O,118579583,1
635,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,6049,1
636,S(=O)(CC[C@H](N(C(=O)[C@@H](O)[C@@H](N)CCCCCCC)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O)C,25108825,1
637,SC[C@H](C(=O)N1C[Si](C[C@H]1C(O)=O)(C)C)C,145984090,1
638,S1[C@@H]2N([C@@H](CCC2)C(O)=O)C(=O)[C@@H](NC(=O)[C@@H](SS[C@@H](Cc2ccccc2)C(=O)N[C@H]2CCS[C@@H]3N([C@@H](CCC3)C(O)=O)C2=O)Cc2ccccc2)CC1,145994098,1
639,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N[C@H]1C[C@H](N(C1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCC)C(O)=O,53354365,1
640,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N[C@H]1C[C@H](N(C1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)C)C(O)=O,53353383,1
641,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N[C@H]1C[C@H](N(C1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCC)C(O)=O,53354369,1
642,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N[C@H]1C[C@H](N(C1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CC)C(O)=O,53354470,1
643,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCn2c(nnc2C(F)(F)F)C1,4369359,1
644,S=C(\N=C/1\c2c(N(CC(=O)C)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145958358,1
645,BrCCN1c2c(cccc2)\C(=N\C(=S)NCc2cc3c(cc2O)cccc3)\C1=O,145959902,1
646,S=C(\N=C/1\c2c(N(C\1=O)c1ccccc1)cccc2)NCc1cc2c(cc1O)cccc2,145953611,1
647,S=C(\N=C/1\c2c(N(C(=O)c3ccccc3)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145963315,1
648,Clc1ccccc1N1c2c(cccc2)\C(=N\C(=S)NCc2cc3c(cc2O)cccc3)\C1=O,145958042,1
649,S=C(\N=C/1\c2c(N(CC(O)=O)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145949765,1
650,S=C(\N=C/1\c2c(N(C)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145957046,1
651,S=C(\N=C/1\c2c(N(CCC)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145952431,1
652,S=C(\N=C/1\c2c(N(C(=O)C)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145953190,1
653,S=C(\N=C/1\c2c(N(C(=O)c3ccc(cc3)C)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145953329,1
654,S=C(\N=C/1\c2c(N(Cc3ccc(OC)cc3)C\1=O)cccc2)NCc1cc2c(cc1O)cccc2,145951239,1
655,S=C(\N=C\1/c2c(N(C/1=O)c1ccc(OC)cc1)cccc2)NCc1cc2c(cc1O)cccc2,145951970,1
656,SCC1CCCN(CC(=O)N)C1=O,12698996,1
657,S(CC1CCCN(CC(=O)N)C1=O)C(=O)C,12698995,1
658,O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1)c1ccccc1,44385858,1
659,S(Cc1ccc(OC)cc1)C=1NC(=O)C=C(N=1)C,135438809,1
660,Clc1ccc(cc1)CSC=1NC(=O)C=2CCCC=2N=1,135412054,1
661,O=C1N(CCC1N)CC(O)=O,11579172,1
662,o1c2c(nc1C(=O)C(NC(=O)CN1C(=NC=C(N)C1=O)c1cc(OC)ccc1)Cc1ccccc1)cc(cc2)C(OC)=O,9938207,1
663,Fc1ccc(cc1)C1=NC=C(N)C(=O)N1CC(=O)NC(C(=O)c1oc2c(n1)cc(cc2)C(OC)=O)Cc1ccccc1,9829503,1
664,Clc1cc(ccc1)C1=NC=C(N)C(=O)N1CC(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,9916581,1
665,Fc1cc(C)c(cc1)-c1ncc(nc1)-c1nnc(n1-c1ccc(OC)nc1)C,11257380,1
666,O(C)c1ncc(-n2c(nnc2COC)-c2ncc(nc2)-c2ccc(cc2C)C#N)cc1,11475469,1
667,OC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([C@@H](O)C(=O)NO)Cc1cc2c(cc1)cccc2)CCCN=C(N)N)Cc1c2c([nH]c1)cccc2)C(=O)N,71601334,1
668,S(=O)(=O)(N[C@@H](Cc1ccccc1)C(O)=O)c1ccc(cc1)-c1ccccc1,44372530,1
669,OC(=O)C1CCN(CC1)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,76313145,1
670,S1CC(=O)N(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)C1=O,76331268,1
671,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)CN1CCN(CC1)CCOCCO,76309481,1
672,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)CN1CCC(CC1)C(O)=O,76313146,1
673,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)Cn1ccnc1,76309480,1
674,O1CCN(CC1)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,76324042,1
675,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)Cn1ncnc1,76324043,1
676,O(CCN1CCN(CC1)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)CCO,76324041,1
677,S1CC(=O)N(Cc2ccc(cc2)-c2ccccc2-c2oc(nn2)C)C1=O,76334848,1
678,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)CN1CCOCC1,76334849,1
679,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)CN1CCN(CC1)C,76320405,1
680,o1c(nnc1C)-c1ccccc1-c1ccc(cc1)CN1CCNCC1,76316685,1
681,OC(=O)[C@@H](N)CCCN=C(N)N,6322,1
682,S1SCC(C1)C(O)=O,16682,1
683,OC(=O)[C@H](N)CCCN=C(N)N,71070,1
684,OC(=O)C[C@H](N)C(O)=O,5960,1
685,O(C)c1ncc(cc1CC[C@@](O)(CC(O)=O)C(O)=O)C,124203831,1
